评论日期,昵称,性别,城市名,用户等级,评分,内容
2018-09-23,晨叶思雨,0,济南,4,4,还行吧，没有多好看
2018-09-23,NVa320023957,0,锦州,2,5,电影蛮感人   强烈推荐
2018-09-23,BlB176443787,0,随州,2,5,影片拍得不错，没有原著写的那么虐心，谢天谢地没有**的描述，没有好人坏人。只有人性的空虚，心灵的冷漠。最后女主角对人心冷漠的控诉，是否能唤醒人们的无知和愚蠢？适合初高大学生去看的电影，部有良心的影片。
2018-09-23,所罗门的哀,0,贵阳,3,4.5,最大的缺点就是部分地方叙述太快  还有其他大大小小的问题 总体还不错
2018-09-23,中国队长1949,1,合肥,3,5,愿我们的青春，都能被温柔以待
2018-09-23,Czo580187391,0,南安,1,5,看完想再看一遍
2018-09-23,Wybie,1,乌鲁木齐,4,2.5,我惊了！一个讲校园霸凌的电影 把全部泪点放在一个从来没被欺负过的学生的死？？？？
2018-09-23,杨秋月SWAY～,2,息县,2,4.5,不知道是不友情片还是爱情片…总之很好看…小癞蛤蟆很帅很帅很帅……
2018-09-23,栀夏°368,2,石柱,2,5,特别好看，校园暴力值得引人深思，泪点很多。
2018-09-23,UGq483585278,0,海门,2,5,好看，快哭死了，喜欢顾森西
2018-09-23,Gqi988142723,0,洛阳,2,4.5,有些悲伤，但更多的是沉默，希望更多中学生可以来看，愿所有的人都可以被世界温柔以待，不要放弃，加油！
2018-09-23,wuyongna2077,1,北京,4,3.5,故事不严谨！ 特别是唐小米的行动线很不严谨！
2018-09-23,KWw528221625,0,天津,3,5,有泪点，还是很不错的片子吧
2018-09-23,木槿8342,2,成都,3,5,全程眼泪更本止不住
2018-09-23,Ppb649302714,0,南充,3,4,还好 还好 还好
2018-09-23,wVQ131943494,2,湖州,4,5,特别好看很喜欢
2018-09-23,zON88195282,2,牡丹江,3,5,拒绝校园霸凌，从我做起
2018-09-23,jenny🔺,2,阿克苏,3,5,挺好的，很感人
2018-09-23,苏俊兮兮兮兮哦,0,成都,2,5,凑合。为国产电影加分
2018-09-23,Gkj650771844,2,深圳,2,3,最后半小时还好，前边真的看不下去。
2018-09-23,Hero.377,2,广州,3,5,可以说非常好看了
2018-09-23,朱晓珍！,0,锡林郭勒,3,5,非常感人，很值得一看
2018-09-23,柚子馨IVIXIX,2,西安,1,4,其实影片还可以
2018-09-23,NPN744233427,0,昌乐,2,3.5,废剧情太多但是有一瞬间戳中泪点
2018-09-23,荒4140,1,常州,3,4.5,我记得上次看这本书的时候我才高二，就感觉到十分悲伤，这次看电影版，改了一些，以反映校园霸凌为主题，剧情改了不多，音乐很渲染气氛，结局改了，不那么悲伤。值得这么高的评分
2018-09-23,我们，渐行渐远,0,天水,2,5,良心电影，非常好看。
2018-09-23,MKq150935242,0,太原,3,4,唉~太悲伤了。虽然不及原著那么悲，但是依然在内心深处留下了深刻的影响。愿每一个人都被温柔对待
2018-09-23,GrW434329712,2,哈尔滨,4,4.5,看完电影，特意去搜了一下小说。小说比电影虐多了。还是电影更让我这种喜欢甜美结局的人能接受。女主演技非常自然。喜欢
2018-09-23,柚子1234567柚子,2,徐州,1,5,"其实剧情相比原著改了很多，或许是题材和受众的原因，每一个人物的结局都没有那么悲惨，但是从荧幕感受来讲这样的设计也算可以了，更易被接受，而且演员选角很合适，易遥和顾森西比较喜欢，毕竟郭敬明的原著笔墨色彩实在太悲了，高一时看的这部小说，看完后整整一个月心里都是有阴影的。
觉得影版值得推荐还有一点就是这样的改编或许更容易被理解和接受，在青春期学生中也算是比较好的教育题材。可能我们都生活在毕竟幸运的环境，可是这样的易遥有好多，更有甚者都是存在的，有时候言语的中伤反而比明晃晃的刀子更易造成不可逆的结果，还是应当保持人性本有的纯真，愿所有的青春都可以被温柔对待，同时拒绝校园暴力!"
2018-09-23,是顾念啊,2,上饶,1,4.5,"很真实了，关于校园欺凌都是社会上关注的问题，不负责的老师或者父母谈到校园欺凌可能是""为什么不欺负别人就欺负你?你是不是应该先好好反省你自己?""的一个态度。或许是时候改改变中国的教育方式了，童年阴影真的能影响一个人一辈子。我很幸运我没有遇到这些事，我也不能想象遇到这些事的人他们有多么的痛苦。当悲伤来袭的时候，想哭就哭吧，哭出来或许就不这么难受了。"
2018-09-23,疯丫头丫,0,上海,3,5,好看～～～～～
2018-09-23,cdC764735345,1,广州,2,4.5,其实没有什么感觉
2018-09-23,易千只烊烊烊,2,遂宁,1,5,真的很不错，我是个有小说情结的人。其实说实话，郭敬明的这本书能改成这样真的很不得了。而且也是揭示了校园暴力这种事情，也是看清人情冷暖。
2018-09-23,我正经,0,钦州,2,5,请多带点纸巾吧。
2018-09-23,RDL695692651,0,长沙,2,5,很好看   最后的时候看哭了
2018-09-23,Lsl284539226,2,深圳,2,5,第一次写。是捅刀不会哭的人，前任三没流泪的我，看别人说带好纸巾，还说切矫情！结果打脸全影院就我哭最惨，鼻涕擦胳膊。电影中刻画的每个角色，施暴者，跟风者，旁观者，火上浇油者，受虐者等等，就是我们校园的缩影和社会工作环境的印射，我们不会也不愿承认，我们扮演过一种以上影片里的角色。因为站在黑暗的人不是你，所以你才会轻描淡写。如果能好好活着，谁又会选择死亡，难道每个人都有站在高楼纵身一跃的勇气?谁又会在跳海时毫不恐惧?电影女主易瑶经历，语言暴力，欺辱凌霸这是无法承受的黑暗，但庆幸的是还有一个送她去医院付医疗费的齐铭，站出来保护她的顾森西，最后母亲握紧的手，而生活中很多经历者未必幸运没
2018-09-23,猪猪王志彤啊,0,灌云,2,4.5,最后十分钟为难过 心疼女主 抱抱
2018-09-23,紫色烟花950,2,上海,2,3,剧情挺好，就是有点乱，可能智商不高，有时候分不清现实，幻想，梦。。。
2018-09-23,栖青i,0,深圳,3,5,郭敬明的电影一如既往的没有结局
2018-09-23,ayB553018591,0,淄博,3,5,善良的你就是所有光亮
2018-09-23,xRu604198163,2,石家庄,3,4.5,改编的没小说那么虐 但是也很扎心 男二好帅帅帅 好看
2018-09-23,EWY737192995,2,西安,2,5,很好看很好看
2018-09-23,WWEIBBBOOO,1,石狮,3,5,好看值得推荐
2018-09-23,kwE878049288,1,吴江,2,5,好看，非常好看
2018-09-23,小妖精6784,2,阜新,3,5,校园暴力真的很可怕，希望每个人都有一个温暖的一生，做人还是要善良
2018-09-23,北斋,2,南宁,2,4.5,唐小米实在太坏了，她自己被欺负难道就要欺负别人吗，她身边的人也不分好坏还好易遥的身边有齐铭和顾森西。愿所有的青春，都可以被温柔对待！！！
2018-09-23,kVV717936949,2,东莞,3,4.5,蛮有意义的一部片，不同于平常的青春片
2018-09-23,biubiubiu。l,0,济南,2,5,好看哈哈哈哈
2018-09-23,KXi810224902,0,沈阳,1,5,超级好看！！！！！！！看哭了都，特别好看
2018-09-23,MCy813460635,0,珠海,3,4.5,希望有人能勇敢的站出来阻止校园欺凌
2018-09-23,神的小柠檬,0,烟台,2,4.5,请善待每一个人。恶有恶报，善有善报
2018-09-23,拂槛i,0,成都,2,5,我以为会失望，没想到还是惊艳咯一把，我觉得好看的
2018-09-23,pjY658046052,0,沈阳,5,5,人物情节心理刻画细致，画面美
2018-09-23,SRS577977347,0,庆阳,3,5,看过原著，还好。
2018-09-23,C123........,2,双峰,2,4.5,怀着对小说的情怀来看电影，感觉特别棒，电影比小说还要打动人心，在观影时，自己身临其境，悲伤逆流成河这部电影虽然在看的时候很悲伤很感动，但是传播了一种反对校园暴力的正能量！演员的演技也挺在线的
2018-09-23,zhoufuzheng,1,株洲,3,5,感触很深，值得深思
2018-09-23,嗯。2472,2,成都,2,5,好看 挺有意义的
2018-09-23,QBq379868905,0,遂宁,4,5,感同身受……
2018-09-23,buF594377918,0,天津,3,5,校园欺凌事件太多了，而且亲身经历过这些，看见过这些，而我当时也只是默不作声的看着，并没有勇敢而出，我觉得自己就好像那些凶手一样
2018-09-23,tKZ121354097,2,天津,0,5,这部电影演绎得比小说更正能量有深意，女主间接被传染性病改得也比原著里的情节合理多了，电影里也更容易看出女主母亲的爱，当易遥母亲打自己巴掌的时候真的泪崩！最后易遥当着全校的面，在决定自杀前说出的那些告白也真的很感染人，那刻我也深刻的感受到了活着对易遥来说是种绝望，被所有人质疑是杀人犯，被侮辱被欺凌，正如易遥所说，那些【凶手】会在多年以后甚至不记得自己的所作所为，依然过得好好的，校园暴力真的是可怕，愿所有青春都应被善待💗
2018-09-23,fairy晶,0,保定,2,4.5,青春期的美好，霸凌，欺辱，反击，伤痛，有感动，有泪水，在这个作品一一呈现，愿所有的青春都会被温暖对待。这是一部按原著改编后的电影，改编后反而觉得更好。每个人都有优点缺点，不完美的人生才是真实的人生 。没有人完美无缺要正视自己的不完美，完美主义者永远不会感到快乐。喜欢顾森西的角色，太阳从西边出来的西，这个角色会带给别人温暖。遗憾的是姐姐顾森湘善良美丽优秀但也逃脱不掉命运。看她扮演的角色会想到社会上真有这样的，无辜的消香玉陨了。特别感触真实。女主角易遥更是让我五味杂粮。特别作为教育者或者有教育素养的人观后还是觉得值得一看呼吁正能量，并且能够倡导去多一些正面教育多关注学生们的心理。
2018-09-23,靓姐姐来了i,0,连云港,3,5,很感人 但和原著不太一样
2018-09-23,WGi551773981,1,重庆,2,5,反对校园暴力 非常值得去看。 难得的好电影
2018-09-23,Xje114299424,0,义乌,2,5,很好看，给人大的感悟，看完之后会让自己去反省自己
2018-09-23,fnn562531108,0,遵义,4,5,好看！太好看了！
2018-09-23,Apollo9058,1,锦州,3,5,女朋友悲伤逆流成河
2018-09-23,Paradisekiss.,2,齐齐哈尔,3,4,男2比男主帅 女2比女1美 但女1演的比较好！男主就**的是个渣男！喜欢男2号！非常喜欢！
2018-09-23,吴亦凡圈外女友,2,海口,4,5,小说完成度很高，也是好看，关于校园凌霸，作为家长以及老师都应该去看看，如何教育自己的孩子，当老师的应该怎么样去关心学生。看小说的时候赚足眼泪，现在看了电影依旧是眼泪纵横。
2018-09-23,XkQ354722385,0,长沙,3,0.5,除了年轻小演员值得肯定，其他真的算了，浪费时间，小小郭的文章确实没啥社会意义。直直吧社会道义和法制建设塞进电影。不值得看
2018-09-23,JXU965608592,0,武汉,3,3,以为是青春爱情，结果是校园暴力欺凌的主题，关注范围较窄。演员演绎的还不错，但剧情无法提神！
2018-09-23,魅爆,0,深圳,3,5,嗯嗯嗯      11
2018-09-23,aJL81929658,2,岳阳,2,5,挺好看的，中学生暴力，反映的社会问题很尖锐
2018-09-23,FBZ501107251,0,惠阳,3,4,"这次用的都是新演员，演技都较为稚嫩，但是易摇和顾森西的扮演者还是可以的，邬君梅的出演让我有点惊讶，老戏骨啊，演技的确很棒。但是齐铭的扮演者感觉不怎么样，演技是真的让我狂出戏，尴尬癌都犯了。
细节方面处理的不好，可能把一本书囊括在一部电影里的确会有一点难。太多东西一笔带过，易摇的心理活动，还有同学们对她的欺凌场面，都不够细致，详略不明。
剧情方面改了很多，齐铭变成男二(演员表男一)，人设变成了渣男...顾森西成男主(演员表男二)不知道演员表怎么定的，从戏份，逻辑关系，还有主线发展影响，应该顾森西是男主。易摇妈变得没那么恶毒，反而很暖。结局也改成了Happy ending。可能是广电的原因吧，哈哈"
2018-09-23,hAu986342084,0,武汉,3,5,和美女一起看的电影！不看内容就凭人也该给好评啊
2018-09-23,lsW829083091,0,成都,2,5,剧情感人，极具现实意义！
2018-09-23,风霜天韵,2,南京,2,4.5,单纯以一个观众的角度 没看过原著
2018-09-23,SjL731940569,0,深圳,3,5,情节感人，多数人性的弱点总是那些不经意的伤害却不自知，女主角充满了青春气息，忍受中反抗面对，不怯弱，不欺凌，不亢不卑，她的经历或许也是很多相似的兄弟姐妹或多或少遇到过的。顾森西，画龙点睛的人物，或许他才是真正的男主角，哈哈。只是姐姐却香消玉殒，坏人总是那么让人痛恨，希望每个人都有一颗光亮的❤，做好事，做正能量的事，做对社会有用的人，好电影，好导演，中国🇨🇳的电影终于走到了有血有肉，小人物大能量的地步，这才叫返璞归真，化腐朽为神奇的良心之作吧，希望能看见续集，哈哈哈哈！
2018-09-23,李易峰的小柯爱,0,安阳,2,5,愿我们的青春温柔相待💗
2018-09-23,ZHy342148009,2,杭州,2,5,个人感觉很好看 故事的开头就有让人看下去的欲望 记得以前看过小说 但是很久很久了差不多都忘记了 但是还记得顾森西这个名字 总体很悲伤 也很愤怒  哭得我稀里哗啦的  意犹未尽...
2018-09-23,RBY102664416,0,镇江,2,5,希望校园跟家园一样温暖。
2018-09-23,TIF279011437,0,上海,2,5,好看到死  但是也悲到死
2018-09-23,HONG大叔,1,中山,2,5,可能我们或多或少都参与过一些欺凌事件  我们永远不知道一些玩笑 无心之举会给别人带来多大的伤害  人年纪大了  眼泪就多了   很感动
2018-09-23,向海,2,西安,2,4.5,第一次看电影看哭了，真心的
2018-09-23,大冬子啊啊啊啊,2,库尔勒,2,4.5,去的时候一定记得带纸！！！
2018-09-23,清欢4120,0,哈尔滨,2,5,太扎心了，可能是有些细节感同身受吧，真的是悲伤逆流成河，哭哭😭
2018-09-23,TT金泰亨,0,内江,2,5,今年我觉得最值得看的一部电影
2018-09-23,Aron912,2,呼和浩特,3,5,希望可以多拍这种电影吧。
2018-09-23,zUP174556618,2,宿迁,2,5,挺有泪点的，给我隔壁小姐姐看哭的死去活来的，
2018-09-23,疯子,2,上海,2,4.5,全程特别压抑，演的接地气，非常好！
2018-09-23,Rrp163259283,0,上海,3,4.5,挺喜欢这种类型的电影，还不错。
2018-09-23,妮琦宝贝520,0,焦作,3,5,好看😊男主很幽默，很帅！
2018-09-23,fJi462752704,0,广州,5,5,以前看小说就哭的不行，电影版的出了死活都得看
2018-09-23,我要吃肉iiiii,0,泰州,1,3.5,演员选的都挺好，就是有些台词稍显尴尬，想快进
2018-09-23,LQj238095811,0,烟台,3,5,感人 致青春 现在的孩子们都太不容易了 又要拼命学习又要受到老师暴力 同学暴力 家庭暴力 社会太糟糕 孩子们跟着受罪啊 哎 哭的稀里哗啦 最后还没看明白 头一次写评论 不会写
2018-09-23,十影竖格,1,深圳,3,5,还可以，很多悲伤的镜头一晃而过，不至于太悲伤，画面感也很细腻，不错！
2018-09-23,TVj455001854,0,西安,4,4.5,影片整体不错，但是对女一的父亲的交待过无模忽，因而影响了女一母亲形象的塑造、略显遗憾。
2018-09-23,某丶,2,天津,2,4.5,演员们演的都很不错，女主长得有辨识度，剧情有笑有泪
2018-09-23,ebo415684972,2,东莞,2,5,电影讲述的校园暴力事件逼真，对于学生，老师，家长值得去观看，同时反思人的良知，道德及法律自己到底有多少，孩子又应如何教育。
2018-09-23,Wln692609487,2,呼和浩特,2,5,炒鸡好看  巨棒  炒鸡喜欢
2018-09-23,刘Ruska,0,烟台,3,5,很好看。根据郭敬明的同名小说改编。很有教育意义
2018-09-23,小花484,0,遵义,2,5,我觉得还可以
2018-09-23,kum838958830,1,深圳,3,5,很真实的片子，节奏和尺度恰到好处，墙裂推荐
2018-09-23,Hba月,1,张家界,3,5,看哭剧情也很好
2018-09-23,爱沐妍,0,惠州,1,5,可能因为自己经历过差不多的遭遇，所以女主表现的那种感觉的眼神是非常到位。
2018-09-23,狐公子,0,南宁,2,4.5,给9分是对这个题材的关注，当然电影本身也拍得用心，联想起不久前身边发生的校园欺凌，感慨万分，未成年人对同龄人的伤害近乎没有底线，希望健全法律！
2018-09-23,Rly杨丽蓉,2,深圳,2,4.5,"完美
主角好看
剧情也很不错
画面感代入感很强"
2018-09-23,张尚军962,1,深圳,5,4,还不错！支持！
2018-09-23,寒0天堂,1,广州,2,4,本以为是简单的粉丝电影，但这次选材很好，故事性很强，也能获得一些思考，不过电影本身的表现手法还有进步的空间！
2018-09-23,七寸南季！！,2,台州,3,5,剧情感人，很好看
2018-09-23,手手,1,西安,2,5,全世界最好的顾森西❤️
2018-09-23,mEk867972751,0,哈尔滨,4,4.5,真实 表扬顾森西 皮中带骚 高潮感人有触动 结局有希望
2018-09-23,微一陌,2,深圳,2,2,今年看过唯二难看的电影，悲伤的是观众呀，嗯，浪费俺的电影票
2018-09-23,PinkHanBin,2,成都,2,5,我不是药神后第二个看哭的电影.前面看得太揪心了
2018-09-23,金多兴盛,1,遵义,1,0.5,没去看，怎么评论，还浪费我六十几块钱。
2018-09-23,wxsff220,2,衡阳,1,4.5,超级棒啊演员演技在线颜值在线，剧情很nice，喜欢男二
2018-09-23,TcX199900913,0,九江,4,5,看完心情很沉重！主线很清晰！感情也合适
2018-09-23,Eilenchoi.,2,广州,4,5,第一部让我能从头哭到尾的电影 校园暴力不管是言论攻击还是手脚 永远会给人带来一生的伤痛和阴影
2018-09-23,Jby474288384,1,合肥,2,4,剧情不够，结局不够，
2018-09-23,qYq734994107,2,成都,2,5,悲伤逆流成河，很悲伤
2018-09-23,旖楼听风雨,2,西安,2,4.5,喜欢顾森西的温暖与理解，我也要努力做那个可以温暖别人的人。
2018-09-23,鎏光6,0,呼和浩特,2,4.5,很好，很好，很好
2018-09-23,KiKi9255,2,广州,2,4.5,好看好看好看
2018-09-23,风槿如画833,2,铜仁,3,5,回忆总想起模糊的小时候！
2018-09-23,aIe391047240,0,青岛,2,4.5,不要拒绝悲伤，只管尽情的愤怒
2018-09-23,星弟boy,1,南京,2,5,好看，还是喜欢看这个
2018-09-23,柠萌栀虞,1,包头,2,5,带够纸就好了
2018-09-23,QTh491262340,2,上海,3,4.5,小说没看过，印象中高中同学说结局很惨，主角都死了。电影看的心情很压抑，生活在光明里的人看到的都是光与美好，即使同处一片屋檐下，也无法感同身受在黑暗里的无助与压抑。感谢那些曾经温柔待我的同学们
2018-09-23,好麻麻33,2,株洲,4,4.5,看到那群学生在面对别人自杀的行为无动于衷时，我真的心寒，看到那个女孩子奋不顾身的跑向海的方向，只为证明自己的清白，我的眼泪就止不住了[流泪]
2018-09-23,酷彤oba_,2,大连,2,5,太感人了，你永远不知道语言对人的伤害有多大，真是不想说什么了！
2018-09-23,raU621904711,0,武汉,2,5,要善良、愿所有的青春都能被温柔对待、
2018-09-23,pAy136648792,0,天津,3,4.5,校园暴力的题材很新颖 演员的台词和表现力都挺好的 尤其喜欢易遥啊啊啊 还有顾森西小天使！！郭敬明的原著是青春的记忆了 电影也有几分他的味道 希望所有青春都被温柔以待❤️
2018-09-23,是你如,0,泸州,2,4.5,改的太多了 还是可以 有点失望
2018-09-23,emptymyc,1,开平,2,4.5,主题很好，剧情不要推敲
2018-09-23,Survivor372,1,崇州,1,5,我旁边那个女的  哭安逸了  止不住的流，整来电影都没有看完  一直给她送纸
2018-09-23,挚爱妖鱼,0,义乌,1,5,值得深思，三人成虎
2018-09-23,荌苼,2,沈阳,2,4.5,非常好 对校园欺凌这种事情演绎的很好
2018-09-23,lis233608055,0,珠海,2,4.5,愿所有的青春都被温柔以待
2018-09-23,久爱我i780,1,郑州,2,4,还不错吧！！
2018-09-23,Judy.637,2,鸡西,1,5,好看   最惨的女主
2018-09-23,范佳（子午）,0,长沙,2,5,多一点这样的电影，会让生活更美好！愿所有的青春，都可以温柔以待
2018-09-23,XyL964109619,0,长乐,2,5,好看好看好看
2018-09-23,初见初0,2,天津,2,5,真的是太好看太好看了，一定要带纸巾
2018-09-23,_weixin068990946,0,重庆,3,5,比我想象的好看啊，很喜欢演易遥，顾森西和顾森湘的演员，剧情改动蛮大，主要是谈校园暴力，没有那么虐，不过顾森湘还是死了，不过没有被人**，还是很不错，喜欢电影最后一句话，愿所有的青春都能被温柔以待
2018-09-23,Ruomrs966,0,利辛,2,5,很真实，很有教育意义
2018-09-23,ZWRoyal,1,西安,4,5,不是你总是看见黑暗，而是黑暗总是围绕着你
2018-09-23,思琴,2,重庆,2,5,比较悲伤的一部戏，栽赃陷害女主，后来逼得去自杀！还好最终抢救过来了，可惜了那个漂亮的小姐姐！
2018-09-23,KOX969705678,0,湘潭,3,4,写而优则导，小明还是挺不错的，当然，导演并非他本人。看的出，改了不少，不知是为了过审还是应潮流，与“校园欺凌”挂上了钩。全新的面孔，光、影、声较完美的结合，镜头的运用，故事的推进，到位的演绎，着实让人耳目一新，沉浸其中——也是值得一看，另类的青春片了。
2018-09-23,光速女超人,0,句容,3,3,和男朋友一起看的 他不喜欢看  觉得很压抑 有两个镜头我哭了😭 一个是妈妈是爱女儿的 还有一个是女主跳河 对活着是痛苦 没有希望
2018-09-23,VnJ220772878,0,上海,3,4,还好就是结局有点
2018-09-23,xRL122126293,0,成都,2,5,剧情还行，结果引人深思！😃😃😃
2018-09-23,zqG732066597,0,遵义,2,5,超好看 ，很催泪，演员颜值演技超在线
2018-09-23,K77.,0,酒泉,2,0.5,我**1分都不想给   还9.1分  尴尬的剧情   尴尬的演技 演员一点台词功底都没有完全就是背台词   我佛了 太辣鸡了
2018-09-23,ucg217263002,0,包头,2,3,和原著比改了很多 教育意义更大 但是最后结局很不解  女主到底有没有死
2018-09-23,ZLS430664971,0,昆山,3,5,好看好感人的一部电影
2018-09-23,笑笑90465,2,浏阳,3,5,看着易遥的无能为力和痛苦，森湘无辜而无助，小米可怜又可恨，齐铭天真又懦弱，森西乐观又痛苦的样子，令我感觉青春不应该是这样的，特别是易遥跳海时对着人们怒吼的样子，你们都是杀人凶手。眼神实在让人心疼。黑暗无光的深渊，都不应该让一个青春的孩子去承受。校园暴力，坚决反抗，愿你我都不要成为冷眼旁观的凶手。
2018-09-23,AeS287844591,2,湖州,2,3,完全没什么看点，拍的一点都不好看
2018-09-23,crt553429250,0,北碚,3,3.5,想知道那条河在哪？
2018-09-23,vie852,2,四平,2,2,"可能对霸凌片有什么误解？故事逻辑真的很牵强了，女二单纯的坏，脸谱化的坏，她本身就是被霸凌者，在霸凌别人的时候却毫不犹豫。而且学校的学生们全部明摆着欺负女主，也让人难以理解，我不觉得人性会如此恶劣，而且他们还都是未经世事的学生，不知道什么样的学校会这样。尽管女主的病可能会引人怀疑，遭人唾弃，但这种事没有几个人会大方的说出来吧，而且要骂也好要同情也好只会私下讨论。不良少年对女主的感情也是够牵强，因为在医院看到她哭，救下去池塘捞书包的她，觉得她特别？完全霸道总裁路子吧！
结尾强行升华霸凌的主题，实际上还是谈恋爱。
唯一触动还是邬君梅扇自己的那一巴掌吧！"
2018-09-23,VLk633489365,2,雅安,3,5,太真实了   很有感触
2018-09-23,唯爱甜心765,1,吴江,2,5,校园暴力事件需要更多人关注
2018-09-23,NaH181457680,0,湖州,2,5,很喜欢，和我看的小说没太多区别，我一直在等，真的很好
2018-09-23,轻松熊的朋友,2,昆明,2,5,看了，我妈妈哭得稀里哗啦的。有两个阿姨一起来的，也哭了。
2018-09-23,梦落轻寻716,1,常德,2,5,我觉得校园暴力真的是一个很大很大的问题
2018-09-23,avO168289347,0,宿州,1,5,太好看了 演技很好 催泪
2018-09-23,YaC139088023,0,呼和浩特,1,5,愿你们的青春被温柔以待
2018-09-23,翔宇cxy,0,宿迁,4,3.5,还行吧，怀念一下青春，不过后面拍的有点假
2018-09-23,M15912,0,重庆,4,1.5,"女主的台词很尬啊
看到有小四，就理解了
小女生们很喜欢
我这老大姐还是少凑热闹"
2018-09-23,周亚林林,1,石家庄,2,5,很感人，满分的
2018-09-23,cUr379877879,0,睢宁,2,5,好看。。。。。。。
2018-09-23,Era724431549,1,成都,2,3.5,傻子女朋友，看这个都哭
2018-09-23,Cc兔儿乖乖,0,成都,2,5,剧情有修改，压抑的心情扣着人没变
2018-09-23,CEf677174292,1,东莞,2,5,真的是完美，超级好看
2018-09-23,quQ116988207,0,石家庄,2,0.5,很假...没看完就走了……
2018-09-23,幻灵娅祺,2,聊城,1,5,校园暴力，真的是需要重视的一个课题！
2018-09-23,odw309088150,0,郑州,2,5,防治校园暴力
2018-09-23,神马都牛比,2,天津,2,4.5,情节感人，和朋友去看的，很有感触
2018-09-23,rLn203539094,0,西安,4,5,这真的很悲伤
2018-09-23,o1178235,0,惠州,3,5,超好看，特别感动
2018-09-23,阿梁liangfeng,0,射洪,2,5,"安静的观影环境很重要（悄咪咪的哭）
电影很好
也有主题"
2018-09-23,OaJ253842959,2,北京,4,2,并不是深入学生群体后了解的关于校园欺凌。不深刻，人物升华部分比较粗糙，主角光环明显。
2018-09-23,QPm101032735,0,宜都,4,0.5,简直是垃圾，我不知道是不是我记错了，影片开头说的是97年，之后又跳到07年，07年的校园暴力不应该是杀马**，这是什么鬼，根本产生不了共鸣
2018-09-23,杨紫珊。。。,2,阜新,2,5,超级好看这个电影真的很感动
2018-09-23,空城.end,2,天津,3,5,超好看 。。很感人 也很真实。
2018-09-23,xsk592973816,0,吉林,2,4,我叫顾森西，西是太阳从西边升起的西。不说的错过，也不知是否还会相遇。不要让青春留下遗憾。
2018-09-23,鱼儿7225,2,长沙,4,5,"感动还是感动😹
"
2018-09-23,zhangjx258,0,佛山,3,4.5,校园霸凌需要重视，中学时光重现！有需要检讨的地方…
2018-09-23,rla373790325,0,拉萨,2,4.5,我看到了一个社会，挺真实的一个中国社会，喜欢遥自杀时说的话  最喜欢的是她说的那句恶心！生活中真的有很多人虚伪 假  总之恶心！
2018-09-23,vex218078107,0,黄石,2,5,很好看，感人
2018-09-23,awesomer,1,宜良县,4,4,演员演技比较生涩
2018-09-23,朱惠侠1007869306,2,徐州,2,4.5,陪女儿看的，这小丫头哭的撕心裂肺，很多点都能引起共鸣，演员们都是新人但演技都特别棒。
2018-09-23,DongXin蕊,2,南京,3,5,悲伤到哭😭 😭 
2018-09-23,黑漆柒,2,广州,3,4,不知道该说什么好。最后围观同学的那一巴掌挺好的。
2018-09-23,_qqh3f1435908313,0,成都,2,5,有些恶永远不知道
2018-09-23,kkF337007170,2,峨眉山,3,5,很棒的一部电影   演员们都演的很好   有一段很感人  看哭了   打算再看一遍😊
2018-09-23,胡明明被占用,1,郑州,2,3,一般吧，部分情节还可以，电影主题是好的，不知道怎么评论的9.1分。
2018-09-23,束馨怡v,2,兴化,2,5,眼睛粗来都是…肿的qaq
2018-09-23,yMJ364526658,0,常熟,2,5,看了很伤心 哭了很久。
2018-09-23,ZZZA,0,沈阳,4,1.5,"勉强3分 2分给主题 1分给讨喜的男二…

首先把校园暴力主题首次搬上荧幕的确值得鼓励，但刨去主题以外的电影拍摄手法 选角 再到剧情台本槽点太多，演员演技基本没有，前半段尬到让人跳戏，中间男二还原的经典对白才让我勉强抑制住离开的冲动。
而又因为影片的开头和结局给没看过小说的观众一种云里雾里的感受，所以回家之后快速补了小说。看完之后更感觉尽管原著有人多令人诟病的地方，但电影对色彩基调 人物形象的弱化已诚然没有了原著的灵魂，改动让人有种小四疼痛青春的矫情伴着强行正能量的感觉。
所以，无论是否站在书迷角度，都很难认为这是一部真正优秀的电影。(预告倒是做的不错，建议落落去做mv导演而不是电影导演)"
2018-09-23,wqw694822800,2,南京,3,5,悲伤逆流成河
2018-09-23,FYx613173976,2,九江,3,4.5,青春都要被温柔对待
2018-09-23,xLI985726547,0,银川,3,4,挺好看的。~\(≧▽≦)/~
2018-09-23,忧歌淺落。,2,绵阳,2,4.5,很好看的电影，真实，应该放在中小学校的荧屏上。
2018-09-23,AEK271258625,0,光山县,3,5,妈也，眼睛进沙子了
2018-09-23,小麦小麦天天长,0,金坛,3,4,很现实，女儿看的流眼泪
2018-09-23,晶晶团子,0,阜阳,2,5,感觉挺好看的 比我想象的更好看
2018-09-23,tuzibaobao123,0,临沂,3,5,好像看了一部学校教育片，但还是很高兴易遥没有小说里那么悲剧
2018-09-23,陌路、相遇,1,泉州,3,5,这剧情，虐心
2018-09-23,vHY514187353,0,广州,3,5,"太好看了，特别是演员都是新人却演技如此动人，而且长得真好看!用词有小四的风格，剧情精彩!
"
2018-09-23,DEb688136118,2,淮安,5,4.5,悲伤逆流成河，多些阳光温暖的顾森西男孩出现在校园！看见他，嘴角就忍不住上扬😊。
