rooms,area,floors,location,nearbySubway,price
5,79.0,33,芙蓉,1,15189
11,261,3,岳麓,0,10268
7,122.0,12,芙蓉,0,8688
7,139.0,33,开福,1,12158
5,81.0,18,芙蓉,1,11456
5,80.0,31,星沙,0,8750
3,36.0,38,天心,0,13888
5,65.0,7,雨花,1,8123
4,90.0,33,雨花,1,10422
7,127.5,26,开福,1,10039
7,95.0,32,星沙,0,9684
5,82.0,30,天心,1,11707
5,75.0,31,天心,1,15200
8,138.0,18,雨花,1,9782
14,380.0,3,岳麓,0,9421
7,121.0,18,岳麓,1,9256
7,175.0,30,雨花,1,9142
6,88.0,11,星沙,0,9863
7,129.0,25,开福,1,10542
3,43.0,27,岳麓,1,10930
3,55.0,13,天心,1,8181
4,52.0,9,芙蓉,1,10000
5,89.0,21,天心,1,8966
7,139.0,28,雨花,1,10935
8,117.0,23,天心,0,12649
7,125,7,芙蓉,1,10160
7,135.16,30,岳麓,0,11023
7,127.0,30,天心,1,12204
7,140,18,星沙,0,7057
5,89.0,18,岳麓,1,13483
5,77.0,18,雨花,1,11298
6,89,30,星沙,0,8516
7,140.0,17,雨花,1,13428
3,60.0,19,开福,1,9166
7,147.46,6,岳麓,0,8137
6,80.0,31,芙蓉,0,10250
8,154.0,6,岳麓,0,18701
5,89.64,17,岳麓,1,10263
8,185.0,14,雨花,0,10702
6,95.0,30,雨花,0,11578
7,98.0,7,雨花,0,8040
7,119.0,11,雨花,0,10067
7,123.0,30,开福,1,12195
6,120.0,8,芙蓉,1,6916
5,92.0,32,星沙,0,7608
8,132.0,33,开福,1,12121
7,118.0,26,星沙,0,8135
10,203.0,4,望城,0,8374
7,108,33,雨花,0,12500
5,85.0,29,雨花,0,11270
6,96.0,26,开福,1,11666
7,119.0,30,岳麓,0,12436
7,130.0,18,星沙,0,7230
8,158,33,星沙,0,11392
3,45.0,29,星沙,0,7333
6,88.0,34,开福,1,12727
6,86,18,雨花,0,11395
11,278,3,岳麓,0,9352
8,147.0,18,雨花,0,11904
8,175.0,4,雨花,0,12571
5,92.0,7,芙蓉,1,7826
7,123,33,开福,1,12601
5,89.0,31,星沙,0,7078
7,102.88,32,岳麓,0,6687
7,171.59,30,开福,1,11527
6,89.04,32,开福,1,13027
5,91.0,6,雨花,0,7010
7,118.0,29,星沙,0,7881
8,114.0,33,星沙,0,7192
3,42.0,32,雨花,1,18095
7,90.0,9,岳麓,0,11111
7,122.0,15,芙蓉,1,11721
8,165.0,15,芙蓉,1,7575
7,116.0,19,雨花,0,8189
7,89.0,7,芙蓉,1,9775
7,98.0,7,芙蓉,1,8979
7,134.84,18,天心,1,10975
8,132,17,岳麓,0,9757
5,100.0,30,开福,0,9800
5,92.0,31,雨花,0,9891
3,48.0,24,岳麓,0,10000
6,83.83,1,星沙,0,7395
5,88.0,28,星沙,0,7159
5,92.0,7,芙蓉,1,9000
8,122.65,18,星沙,0,10191
7,133.0,33,星沙,0,6977
4,58.0,6,天心,1,9103
6,95.0,20,天心,0,6610
8,167,11,开福,0,10179
5,88.0,17,天心,0,7500
8,124.0,33,岳麓,0,11693
6,90.0,18,岳麓,1,10000
7,87.0,34,岳麓,0,6436
10,279.5,11,岳麓,0,18604
7,137.0,32,岳麓,0,14963
7,122.61,26,岳麓,0,12315
7,132.0,25,岳麓,0,10454
7,120.0,18,雨花,0,8000
6,128.0,7,雨花,1,7015
3,45.0,5,岳麓,0,19555
5,81.0,27,天心,1,9259
7,120.0,25,雨花,1,10566
7,150.0,33,星沙,0,8666
7,125.0,17,天心,0,8800
6,88.1,33,星沙,0,7945
8,161.0,6,芙蓉,0,13354
5,93.0,32,雨花,0,11075
8,163.0,33,开福,1,15214
5,82.47,17,岳麓,0,9457
7,120.0,18,岳麓,1,9833
6,107.0,34,芙蓉,1,13439
3,43,33,雨花,0,10883
3,51.0,33,天心,1,9803
5,84,7,芙蓉,1,6523
8,133,33,雨花,0,12180
6,98.0,18,星沙,0,7551
4,68,33,芙蓉,1,9705
7,131.0,11,长沙周边,0,6778
11,285.0,4,岳麓,0,10526
7,115.0,8,天心,1,12000
13,300.0,3,望城,0,15666
8,164.0,15,天心,1,8536
5,78.0,18,星沙,0,8564
3,43.5,30,雨花,0,10068
7,135.0,27,芙蓉,1,8740
8,118.0,7,芙蓉,1,8983
8,152.0,12,芙蓉,0,11105
6,100.0,7,雨花,1,7800
7,110.0,9,天心,0,7890
6,101.0,6,岳麓,0,9108
5,75.0,33,星沙,0,7733
5,73.0,33,星沙,0,6712
5,80.0,33,星沙,0,8500
5,89.0,23,星沙,0,8089
5,91.0,32,雨花,0,11868
6,91.08,33,岳麓,0,7136
6,106.0,9,星沙,0,6396
7,93.0,30,雨花,0,11290
7,126.0,11,岳麓,1,9523
7,128.0,17,天心,1,8203
7,132.0,26,开福,1,13636
3,38,32,望城,0,7368
5,91.0,33,雨花,1,12087
7,133.0,13,雨花,1,9774
5,67.0,15,雨花,1,10149
7,125.0,18,星沙,0,6480
12,422.0,3,岳麓,0,10853
8,164.0,17,望城,0,4146
5,89.0,30,岳麓,0,9550
6,100.0,22,星沙,0,9580
6,99.6,26,星沙,0,9317
5,67.0,7,芙蓉,1,7462
7,85.0,11,天心,1,8941
6,92.0,18,开福,0,11086
7,125.0,27,天心,1,8400
8,148.0,15,天心,1,8783
7,140.0,6,星沙,0,5928
7,125.0,33,岳麓,0,11504
6,93.0,11,岳麓,0,12881
5,120.0,8,开福,0,7916
7,121.0,38,开福,1,16528
8,171.0,38,开福,1,17251
7,101.0,38,开福,1,17326
7,136.0,33,开福,1,19117
7,115.0,32,开福,0,12000
7,137.0,11,开福,1,8613
5,92.0,32,开福,1,9347
8,141.0,33,开福,1,9929
7,135.0,35,开福,1,11481
5,75,6,雨花,0,6773
5,86.0,6,开福,0,7558
6,100.0,7,雨花,0,7600
11,208.0,3,岳麓,0,9759
5,78.0,30,岳麓,0,13692
7,162.0,30,岳麓,0,15123
9,158,31,星沙,0,8164
7,137.0,5,岳麓,0,4452
5,90.0,30,雨花,0,11333
7,111,18,岳麓,0,8126
5,82.1,24,天心,1,11693
7,100.0,18,星沙,0,9080
5,95.0,6,雨花,0,7242
7,117.0,22,长沙周边,0,6136
7,110.0,17,长沙周边,0,6345
16,600.0,3,望城,0,13483
7,141.0,30,芙蓉,0,11347
7,131.0,16,岳麓,0,11297
1,48.0,18,雨花,0,8541
7,127.0,7,天心,1,10692
7,124.0,16,天心,1,10387
6,111.0,18,雨花,1,9531
8,119.0,26,雨花,0,12605
7,101.0,7,雨花,1,9801
1,15.0,5,星沙,0,16666
3,46.5,32,开福,1,12688
3,50.16,33,开福,1,23883
5,76.0,7,雨花,1,8789
4,64.0,7,雨花,0,9062
7,140.0,11,天心,1,9557
6,103.0,32,岳麓,0,6407
6,88.0,7,芙蓉,0,7931
7,123.0,17,芙蓉,0,8536
5,101.0,6,长沙周边,0,5524
7,89,18,岳麓,0,14269
6,130.0,7,雨花,0,8307
6,112.0,32,岳麓,0,16053
11,410.0,3,岳麓,0,11902
8,153.0,7,雨花,1,9803
7,120.0,33,星沙,0,9833
7,126.0,32,岳麓,0,15555
3,50.0,30,芙蓉,1,11600
11,198.0,3,星沙,0,23232
9,183.0,2,星沙,0,25136
7,142.0,26,长沙周边,0,4704
7,122.0,33,开福,1,9836
8,180.0,32,开福,0,18833
7,125,7,雨花,0,7040
4,41.0,21,雨花,1,9756
8,158.4,6,岳麓,1,7449
3,30.0,18,雨花,0,9166
6,89.0,18,雨花,0,9303
5,108.0,15,雨花,1,10925
7,115.0,17,雨花,0,10695
5,80.0,6,雨花,0,9000
4,87.0,7,雨花,0,8620
7,103.0,6,雨花,0,7262
7,132.0,8,雨花,0,5984
7,117.69,33,岳麓,0,14444
7,116.0,18,星沙,0,8172
5,82.0,6,雨花,0,9512
5,90.0,22,雨花,0,11444
6,89.0,32,雨花,0,11797
5,87.0,33,芙蓉,0,11494
6,113.0,7,天心,0,7504
7,125.0,9,天心,1,9040
3,49.0,29,雨花,1,13877
6,93.0,33,岳麓,0,16989
5,82.0,18,星沙,0,7865
8,150.0,18,长沙周边,0,5986
3,40.0,32,开福,0,14000
5,77,6,开福,1,8155
12,205.0,3,雨花,1,22682
8,148.6,6,岳麓,0,23418
5,70.0,7,天心,1,9714
7,133.0,32,岳麓,0,7669
5,88.0,18,岳麓,0,8181
5,90.0,18,星沙,0,7977
6,88.0,30,星沙,0,8272
7,119.0,33,岳麓,1,12184
6,90.91,16,芙蓉,1,17038
7,114.0,28,天心,0,10350
9,277.0,6,岳麓,0,6678
6,101.0,18,雨花,0,11386
7,98.0,28,雨花,1,10714
12,196.0,3,开福,0,9183
8,155.6,9,开福,1,10604
6,101.0,18,雨花,0,11465
4,51.0,9,芙蓉,1,10196
4,74.39,28,开福,1,11426
7,144.0,16,开福,0,9930
11,256.0,3,天心,0,7734
8,165,18,雨花,1,10000
11,274.0,4,望城,0,9489
10,245.0,4,岳麓,0,8571
5,66.0,7,天心,1,10151
12,309.0,3,星沙,0,28478
6,95.0,11,天心,1,12842
5,86.0,30,雨花,0,10232
7,140.0,29,芙蓉,0,11428
11,261.0,12,雨花,1,9386
8,140.02,34,岳麓,0,6749
7,110.0,18,岳麓,0,6636
7,128.0,18,天心,1,12890
7,122.0,18,长沙周边,0,7114
10,425.0,2,天心,0,14352
8,135.0,33,岳麓,0,15185
3,25.0,31,天心,0,12400
8,140,32,雨花,1,9428
5,96.0,33,开福,1,10416
10,310.0,3,望城,0,7354
6,97.0,32,岳麓,1,10206
5,90.0,11,开福,1,12444
5,89.0,18,岳麓,1,10202
6,95.0,33,星沙,0,9473
6,98.0,32,天心,1,15102
7,135.0,16,天心,0,8518
9,220.0,9,芙蓉,1,10227
4,66.0,32,雨花,0,12121
6,117.0,32,芙蓉,0,7948
6,92.0,18,岳麓,0,11195
6,90.49,11,岳麓,0,13040
6,105.0,33,岳麓,0,11428
8,136.0,33,岳麓,0,11029
7,120.0,26,开福,0,9583
7,137.0,6,星沙,0,6204
6,85.0,24,岳麓,0,13882
5,92.0,6,雨花,0,7065
8,143.61,34,星沙,0,11489
4,60.0,26,岳麓,0,9833
7,118.0,26,岳麓,1,11440
6,96.0,27,开福,1,13020
7,125.7,35,芙蓉,1,11137
11,336.0,3,雨花,1,12202
8,168.0,11,开福,0,10119
5,78.14,32,芙蓉,1,12541
6,93.0,31,岳麓,0,11612
7,106.0,33,岳麓,1,14000
5,78.0,31,岳麓,0,13333
5,64.0,6,岳麓,0,5937
5,93.0,18,雨花,0,10204
8,158.0,9,天心,1,11392
5,86.0,20,雨花,0,8372
5,88.0,17,天心,0,8181
8,138,33,岳麓,0,6231
6,109.0,20,长沙周边,0,5963
