rival_rates,rival_coach_times,rival_coach_rates,rival_wl,rst,host_guest,days,game_month,wins,loss,win_rates,coach_off_times,coach_wins_rate,coach_champions
0.6709999999999999,3,50.0,28,负,客,2,11,21,61,0.256,4,41.2,0
0.6709999999999999,3,50.0,28,负,主,3,11,21,61,0.256,4,41.2,0
0.6709999999999999,3,50.0,28,负,主,3,1,21,61,0.256,4,41.2,0
0.6709999999999999,3,50.0,28,负,客,2,3,21,61,0.256,4,41.2,0
0.6709999999999999,21,68.5,28,负,主,2,11,21,61,0.256,4,41.2,0
0.6709999999999999,21,68.5,28,胜,客,3,12,21,61,0.256,4,41.2,0
0.6709999999999999,21,68.5,28,负,客,2,1,21,61,0.256,4,41.2,0
0.5489999999999999,2,43.9,8,负,客,1,11,21,61,0.256,4,41.2,0
0.5489999999999999,2,43.9,8,负,主,2,12,21,61,0.256,4,41.2,0
0.5489999999999999,2,43.9,8,负,客,2,1,21,61,0.256,4,41.2,0
0.5489999999999999,2,43.9,8,负,主,2,4,21,61,0.256,4,41.2,0
0.5489999999999999,7,59.1,8,负,主,4,12,21,61,0.256,4,41.2,0
0.5489999999999999,7,59.1,8,负,主,2,3,21,61,0.256,4,41.2,0
0.5489999999999999,7,59.1,8,负,客,2,3,21,61,0.256,4,41.2,0
0.476,0,42.7,-4,负,客,1,10,21,61,0.256,4,41.2,0
0.476,0,42.7,-4,负,主,3,11,21,61,0.256,4,41.2,0
0.476,0,42.7,-4,负,主,2,12,21,61,0.256,4,41.2,0
0.476,0,42.7,-4,负,客,3,1,21,61,0.256,4,41.2,0
0.463,2,54.7,-6,负,客,1,1,21,61,0.256,4,41.2,0
0.463,2,54.7,-6,胜,客,3,2,21,61,0.256,4,41.2,0
0.463,2,54.7,-6,负,主,3,3,21,61,0.256,4,41.2,0
0.366,0,39.7,-22,负,主,2,11,21,61,0.256,4,41.2,0
0.366,0,39.7,-22,胜,客,2,12,21,61,0.256,4,41.2,0
0.366,0,39.7,-22,负,主,2,2,21,61,0.256,4,41.2,0
0.366,0,39.7,-22,负,客,1,4,21,61,0.256,4,41.2,0
0.354,0,48.6,-24,胜,主,2,12,21,61,0.256,4,41.2,0
0.354,0,48.6,-24,负,客,2,12,21,61,0.256,4,41.2,0
0.354,0,48.6,-24,负,客,1,4,21,61,0.256,4,41.2,0
0.354,0,48.6,-24,负,主,2,4,21,61,0.256,4,41.2,0
0.195,11,52.5,-50,负,主,2,11,21,61,0.256,4,41.2,0
0.195,11,52.5,-50,胜,客,2,12,21,61,0.256,4,41.2,0
0.195,11,52.5,-50,胜,客,1,3,21,61,0.256,4,41.2,0
0.195,11,52.5,-50,胜,主,2,4,21,61,0.256,4,41.2,0
0.695,1,67.5,32,负,客,2,2,17,65,0.207,4,41.2,0
0.695,1,67.5,32,负,主,2,3,17,65,0.207,4,41.2,0
0.6829999999999999,5,54.5,30,负,主,4,11,17,65,0.207,4,41.2,0
0.6829999999999999,5,54.5,30,负,客,1,12,17,65,0.207,4,41.2,0
0.585,8,59.2,14,负,客,2,11,17,65,0.207,4,41.2,0
0.585,8,59.2,14,胜,主,2,3,17,65,0.207,4,41.2,0
0.585,4,55.3,14,负,客,2,12,17,65,0.207,4,41.2,0
0.585,4,55.3,14,负,主,2,3,17,65,0.207,4,41.2,0
0.585,4,55.0,14,胜,客,2,12,17,65,0.207,4,41.2,0
0.585,4,55.0,14,负,主,4,4,17,65,0.207,4,41.2,0
0.585,2,47.5,14,负,客,1,12,17,65,0.207,4,41.2,0
0.585,2,47.5,14,负,主,2,1,17,65,0.207,4,41.2,0
0.5489999999999999,5,51.1,8,负,主,1,11,17,65,0.207,4,41.2,0
0.5489999999999999,5,51.1,8,负,客,2,2,17,65,0.207,4,41.2,0
0.537,8,57.7,6,胜,主,2,11,17,65,0.207,4,41.2,0
0.537,8,57.7,6,负,客,2,12,17,65,0.207,4,41.2,0
0.512,1,42.6,2,负,主,2,1,17,65,0.207,4,41.2,0
0.512,1,42.6,2,负,客,2,2,17,65,0.207,4,41.2,0
0.5,2,40.6,0,胜,客,1,12,17,65,0.207,4,41.2,0
0.5,2,40.6,0,负,主,2,3,17,65,0.207,4,41.2,0
0.4270000000000001,6,49.9,-12,负,客,1,11,17,65,0.207,4,41.2,0
0.4270000000000001,6,49.9,-12,胜,主,2,3,17,65,0.207,4,41.2,0
0.402,3,49.1,-16,胜,主,3,12,17,65,0.207,4,41.2,0
0.402,3,49.1,-16,负,客,1,2,17,65,0.207,4,41.2,0
0.39,0,29.4,-18,负,客,2,11,17,65,0.207,4,41.2,0
0.39,0,29.4,-18,负,主,3,3,17,65,0.207,4,41.2,0
0.256,4,49.1,-40,胜,客,3,11,17,65,0.207,4,41.2,0
0.256,4,49.1,-40,胜,主,4,3,17,65,0.207,4,41.2,0
0.122,1,35.7,-62,负,客,2,12,17,65,0.207,4,41.2,0
0.122,1,35.7,-62,胜,主,2,1,17,65,0.207,4,41.2,0
0.89,4,78.8,64,负,客,2,11,17,65,0.207,4,41.2,0
0.89,4,78.8,64,负,主,2,1,17,65,0.207,4,41.2,0
0.89,4,78.8,64,负,客,2,1,17,65,0.207,4,41.2,0
0.89,4,78.8,64,胜,主,2,3,17,65,0.207,4,41.2,0
0.8170000000000001,21,68.5,52,负,客,2,12,17,65,0.207,4,41.2,0
0.8170000000000001,21,68.5,52,负,主,2,1,17,65,0.207,4,41.2,0
0.8170000000000001,21,68.5,52,负,客,2,2,17,65,0.207,4,41.2,0
0.8170000000000001,21,68.5,52,负,主,9,2,17,65,0.207,4,41.2,0
0.6709999999999999,3,60.8,28,负,客,2,12,17,65,0.207,4,41.2,0
0.6709999999999999,3,60.8,28,负,主,1,12,17,65,0.207,4,41.2,0
0.6709999999999999,3,60.8,28,负,主,1,1,17,65,0.207,4,41.2,0
0.6709999999999999,3,60.8,28,负,客,1,4,17,65,0.207,4,41.2,0
0.6459999999999999,14,57.5,24,负,主,2,12,17,65,0.207,4,41.2,0
0.6459999999999999,14,57.5,24,负,客,1,1,17,65,0.207,4,41.2,0
0.6459999999999999,14,57.5,24,负,客,2,4,17,65,0.207,4,41.2,0
0.6459999999999999,14,57.5,24,负,主,1,4,17,65,0.207,4,41.2,0
0.537,6,50.8,6,负,主,2,11,17,65,0.207,4,41.2,0
0.537,6,50.8,6,负,客,4,11,17,65,0.207,4,41.2,0
0.537,6,50.8,6,负,客,1,1,17,65,0.207,4,41.2,0
0.512,3,50.0,2,负,客,2,12,17,65,0.207,4,41.2,0
0.512,3,50.0,2,负,客,2,2,17,65,0.207,4,41.2,0
0.512,3,50.0,2,负,主,2,2,17,65,0.207,4,41.2,0
0.512,3,50.0,2,胜,主,4,3,17,65,0.207,4,41.2,0
0.5,3,55.6,0,负,客,1,12,17,65,0.207,4,41.2,0
0.5,3,55.6,0,负,主,2,12,17,65,0.207,4,41.2,0
0.5,3,55.6,0,负,主,1,1,17,65,0.207,4,41.2,0
0.5,3,55.6,0,负,客,2,4,17,65,0.207,4,41.2,0
0.488,2,54.7,-2,负,主,2,1,17,65,0.207,4,41.2,0
0.488,2,54.7,-2,负,客,2,1,17,65,0.207,4,41.2,0
0.488,2,54.7,-2,负,客,1,3,17,65,0.207,4,41.2,0
0.488,2,54.7,-2,胜,主,2,4,17,65,0.207,4,41.2,0
0.402,22,58.8,-16,负,客,2,10,17,65,0.207,4,41.2,0
0.402,22,58.8,-16,负,客,2,1,17,65,0.207,4,41.2,0
0.402,22,58.8,-16,负,主,3,1,17,65,0.207,4,41.2,0
0.402,22,58.8,-16,负,主,2,3,17,65,0.207,4,41.2,0
0.402,0,48.6,-16,负,主,2,11,17,65,0.207,4,41.2,0
0.402,0,48.6,-16,胜,客,3,12,17,65,0.207,4,41.2,0
0.402,0,48.6,-16,负,客,1,3,17,65,0.207,4,41.2,0
0.402,0,48.6,-16,负,主,2,3,17,65,0.207,4,41.2,0
0.366,3,46.6,-22,胜,主,2,1,17,65,0.207,4,41.2,0
0.366,3,46.6,-22,胜,客,2,2,17,65,0.207,4,41.2,0
0.366,3,46.6,-22,负,客,2,4,17,65,0.207,4,41.2,0
0.354,2,43.3,-24,负,主,196,10,17,65,0.207,4,41.2,0
0.354,2,43.3,-24,负,客,2,12,17,65,0.207,4,41.2,0
0.354,2,43.3,-24,胜,主,2,2,17,65,0.207,4,41.2,0
0.28,0,42.7,-36,负,客,1,11,17,65,0.207,4,41.2,0
0.28,0,42.7,-36,胜,主,2,1,17,65,0.207,4,41.2,0
0.28,0,42.7,-36,负,主,3,3,17,65,0.207,4,41.2,0
0.28,0,42.7,-36,负,客,1,3,17,65,0.207,4,41.2,0
0.6459999999999999,4,55.0,24,负,客,1,2,26,56,0.317,0,39.5,0
0.6459999999999999,4,55.0,24,负,主,3,3,26,56,0.317,0,39.5,0
0.622,3,57.1,20,负,客,1,12,26,56,0.317,0,39.5,0
0.622,3,57.1,20,负,主,2,3,26,56,0.317,0,39.5,0
0.622,5,54.5,20,负,客,2,12,26,56,0.317,0,39.5,0
0.622,5,54.5,20,负,主,3,1,26,56,0.317,0,39.5,0
0.598,7,59.1,16,负,客,2,2,26,56,0.317,0,39.5,0
0.598,7,59.1,16,负,主,2,3,26,56,0.317,0,39.5,0
0.524,4,55.3,4,胜,客,1,11,26,56,0.317,0,39.5,0
0.524,4,55.3,4,胜,主,2,11,26,56,0.317,0,39.5,0
0.512,3,49.1,2,胜,客,2,2,26,56,0.317,0,39.5,0
0.512,3,49.1,2,负,主,2,3,26,56,0.317,0,39.5,0
0.512,7,52.6,2,负,客,2,11,26,56,0.317,0,39.5,0
0.512,7,52.6,2,胜,主,3,1,26,56,0.317,0,39.5,0
0.5,1,42.6,0,负,主,2,11,26,56,0.317,0,39.5,0
0.5,1,42.6,0,胜,客,1,11,26,56,0.317,0,39.5,0
0.5,8,59.2,0,负,客,2,12,26,56,0.317,0,39.5,0
0.5,8,59.2,0,胜,主,1,1,26,56,0.317,0,39.5,0
0.451,8,57.7,-8,负,主,1,1,26,56,0.317,0,39.5,0
0.451,8,57.7,-8,负,客,2,2,26,56,0.317,0,39.5,0
0.439,2,47.5,-10,负,客,3,12,26,56,0.317,0,39.5,0
0.439,2,47.5,-10,负,主,2,2,26,56,0.317,0,39.5,0
0.378,0,42.7,-20,负,主,2,12,26,56,0.317,0,39.5,0
0.378,0,42.7,-20,胜,客,3,2,26,56,0.317,0,39.5,0
0.354,5,51.1,-24,负,客,1,12,26,56,0.317,0,39.5,0
0.354,5,51.1,-24,胜,主,2,1,26,56,0.317,0,39.5,0
0.341,1,35.7,-26,胜,客,2,12,26,56,0.317,0,39.5,0
0.341,1,35.7,-26,负,主,3,3,26,56,0.317,0,39.5,0
0.244,0,35.7,-42,胜,主,2,11,26,56,0.317,0,39.5,0
0.244,0,35.7,-42,负,客,2,12,26,56,0.317,0,39.5,0
0.8170000000000001,4,78.8,52,胜,主,2,11,26,56,0.317,0,39.5,0
0.8170000000000001,4,78.8,52,负,客,1,11,26,56,0.317,0,39.5,0
0.8170000000000001,4,78.8,52,负,主,2,11,26,56,0.317,0,39.5,0
0.8170000000000001,4,78.8,52,负,客,1,4,26,56,0.317,0,39.5,0
0.7440000000000001,21,68.5,40,负,主,3,11,26,56,0.317,0,39.5,0
0.7440000000000001,21,68.5,40,负,客,2,1,26,56,0.317,0,39.5,0
0.7440000000000001,21,68.5,40,负,主,2,2,26,56,0.317,0,39.5,0
0.7440000000000001,21,68.5,40,胜,客,3,4,26,56,0.317,0,39.5,0
0.6709999999999999,8,55.5,28,胜,主,196,10,26,56,0.317,0,39.5,0
0.6709999999999999,8,55.5,28,负,客,2,12,26,56,0.317,0,39.5,0
0.6709999999999999,8,55.5,28,负,客,2,3,26,56,0.317,0,39.5,0
0.622,14,57.5,20,胜,主,2,12,26,56,0.317,0,39.5,0
0.622,14,57.5,20,负,客,2,1,26,56,0.317,0,39.5,0
0.622,14,57.5,20,负,主,2,3,26,56,0.317,0,39.5,0
0.622,14,57.5,20,负,客,2,4,26,56,0.317,0,39.5,0
0.622,2,54.7,20,负,客,2,10,26,56,0.317,0,39.5,0
0.622,2,54.7,20,负,主,2,12,26,56,0.317,0,39.5,0
0.622,2,54.7,20,负,主,2,12,26,56,0.317,0,39.5,0
0.622,2,54.7,20,负,客,1,1,26,56,0.317,0,39.5,0
0.573,3,60.8,12,负,客,2,10,26,56,0.317,0,39.5,0
0.573,3,60.8,12,胜,主,2,11,26,56,0.317,0,39.5,0
0.573,3,60.8,12,负,客,9,2,26,56,0.317,0,39.5,0
0.524,1,37.1,4,负,客,1,12,26,56,0.317,0,39.5,0
0.524,1,37.1,4,胜,主,2,1,26,56,0.317,0,39.5,0
0.524,1,37.1,4,胜,主,1,4,26,56,0.317,0,39.5,0
0.5,6,50.8,0,负,客,2,1,26,56,0.317,0,39.5,0
0.5,6,50.8,0,负,主,2,1,26,56,0.317,0,39.5,0
0.5,6,50.8,0,负,客,3,1,26,56,0.317,0,39.5,0
0.5,6,50.8,0,负,主,2,3,26,56,0.317,0,39.5,0
0.488,0,48.6,-2,负,主,2,1,26,56,0.317,0,39.5,0
0.488,0,48.6,-2,胜,主,5,1,26,56,0.317,0,39.5,0
0.488,0,48.6,-2,负,客,1,3,26,56,0.317,0,39.5,0
0.415,3,46.6,-14,胜,客,2,11,26,56,0.317,0,39.5,0
0.415,3,46.6,-14,负,客,2,11,26,56,0.317,0,39.5,0
0.415,3,46.6,-14,负,主,2,3,26,56,0.317,0,39.5,0
0.415,3,46.6,-14,胜,主,2,4,26,56,0.317,0,39.5,0
0.39,3,50.0,-18,胜,客,2,11,26,56,0.317,0,39.5,0
0.39,3,50.0,-18,负,客,1,12,26,56,0.317,0,39.5,0
0.39,3,50.0,-18,负,主,4,2,26,56,0.317,0,39.5,0
0.39,3,50.0,-18,胜,主,2,4,26,56,0.317,0,39.5,0
0.378,6,58.2,-20,负,客,1,11,26,56,0.317,0,39.5,0
0.378,6,58.2,-20,胜,主,3,3,26,56,0.317,0,39.5,0
0.378,6,58.2,-20,负,客,2,3,26,56,0.317,0,39.5,0
0.378,6,58.2,-20,胜,主,2,4,26,56,0.317,0,39.5,0
0.293,0,28.0,-34,胜,主,2,11,26,56,0.317,0,39.5,0
0.293,0,28.0,-34,负,主,2,12,26,56,0.317,0,39.5,0
0.293,0,28.0,-34,负,客,1,2,26,56,0.317,0,39.5,0
0.293,0,28.0,-34,胜,客,2,3,26,56,0.317,0,39.5,0
0.72,5,54.5,36,负,主,2,10,35,47,0.42700000000000005,0,39.5,0
0.72,5,54.5,36,负,客,2,1,35,47,0.42700000000000005,0,39.5,0
0.6709999999999999,4,55.0,28,负,客,3,11,35,47,0.42700000000000005,0,39.5,0
0.6709999999999999,4,55.0,28,胜,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.61,3,57.1,18,负,客,2,12,35,47,0.42700000000000005,0,39.5,0
0.61,3,57.1,18,胜,主,2,3,35,47,0.42700000000000005,0,39.5,0
0.585,7,52.6,14,胜,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.585,7,52.6,14,负,客,3,3,35,47,0.42700000000000005,0,39.5,0
0.537,8,59.2,6,胜,客,3,3,35,47,0.42700000000000005,0,39.5,0
0.537,8,59.2,6,负,主,2,3,35,47,0.42700000000000005,0,39.5,0
0.537,3,49.1,6,负,客,2,11,35,47,0.42700000000000005,0,39.5,0
0.537,3,49.1,6,负,主,2,3,35,47,0.42700000000000005,0,39.5,0
0.524,7,59.1,4,胜,主,3,10,35,47,0.42700000000000005,0,39.5,0
0.524,7,59.1,4,负,客,1,11,35,47,0.42700000000000005,0,39.5,0
0.476,8,57.7,-4,胜,主,3,10,35,47,0.42700000000000005,0,39.5,0
0.476,8,57.7,-4,负,客,2,3,35,47,0.42700000000000005,0,39.5,0
0.439,2,47.5,-10,胜,客,2,12,35,47,0.42700000000000005,0,39.5,0
0.439,2,47.5,-10,负,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.354,0,42.7,-24,负,客,3,12,35,47,0.42700000000000005,0,39.5,0
0.354,0,42.7,-24,胜,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.341,0,35.7,-26,胜,主,1,11,35,47,0.42700000000000005,0,39.5,0
0.341,0,35.7,-26,胜,客,2,2,35,47,0.42700000000000005,0,39.5,0
0.329,1,42.6,-28,胜,主,2,11,35,47,0.42700000000000005,0,39.5,0
0.329,1,42.6,-28,胜,客,3,1,35,47,0.42700000000000005,0,39.5,0
0.305,5,51.1,-32,负,客,3,1,35,47,0.42700000000000005,0,39.5,0
0.305,5,51.1,-32,胜,主,2,3,35,47,0.42700000000000005,0,39.5,0
0.293,4,55.3,-34,胜,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.293,4,55.3,-34,胜,客,2,2,35,47,0.42700000000000005,0,39.5,0
0.7929999999999999,8,55.5,48,负,主,1,12,35,47,0.42700000000000005,0,39.5,0
0.7929999999999999,8,55.5,48,胜,客,2,12,35,47,0.42700000000000005,0,39.5,0
0.7929999999999999,8,55.5,48,负,客,2,12,35,47,0.42700000000000005,0,39.5,0
0.7929999999999999,8,55.5,48,负,主,2,4,35,47,0.42700000000000005,0,39.5,0
0.7070000000000001,4,78.8,34,负,主,2,11,35,47,0.42700000000000005,0,39.5,0
0.7070000000000001,4,78.8,34,负,主,4,12,35,47,0.42700000000000005,0,39.5,0
0.7070000000000001,4,78.8,34,负,客,2,12,35,47,0.42700000000000005,0,39.5,0
0.7070000000000001,4,78.8,34,负,客,1,3,35,47,0.42700000000000005,0,39.5,0
0.598,6,50.8,16,负,客,2,11,35,47,0.42700000000000005,0,39.5,0
0.598,6,50.8,16,负,主,1,12,35,47,0.42700000000000005,0,39.5,0
0.598,6,50.8,16,负,主,2,3,35,47,0.42700000000000005,0,39.5,0
0.585,3,60.8,14,负,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.585,3,60.8,14,负,客,2,1,35,47,0.42700000000000005,0,39.5,0
0.585,3,60.8,14,胜,客,2,2,35,47,0.42700000000000005,0,39.5,0
0.585,3,60.8,14,胜,主,2,2,35,47,0.42700000000000005,0,39.5,0
0.585,2,54.7,14,负,客,1,10,35,47,0.42700000000000005,0,39.5,0
0.585,2,54.7,14,负,客,2,4,35,47,0.42700000000000005,0,39.5,0
0.585,2,54.7,14,负,主,2,4,35,47,0.42700000000000005,0,39.5,0
0.585,3,46.6,14,负,主,2,10,35,47,0.42700000000000005,0,39.5,0
0.585,3,46.6,14,负,客,4,2,35,47,0.42700000000000005,0,39.5,0
0.585,3,46.6,14,负,客,3,3,35,47,0.42700000000000005,0,39.5,0
0.573,21,68.5,12,胜,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.573,21,68.5,12,胜,客,2,3,35,47,0.42700000000000005,0,39.5,0
0.573,21,68.5,12,胜,主,1,4,35,47,0.42700000000000005,0,39.5,0
0.573,6,58.2,12,负,主,2,12,35,47,0.42700000000000005,0,39.5,0
0.573,6,58.2,12,负,客,1,1,35,47,0.42700000000000005,0,39.5,0
0.573,6,58.2,12,负,客,1,2,35,47,0.42700000000000005,0,39.5,0
0.573,6,58.2,12,负,主,2,4,35,47,0.42700000000000005,0,39.5,0
0.561,0,48.6,10,胜,主,2,11,35,47,0.42700000000000005,0,39.5,0
0.561,0,48.6,10,负,客,3,12,35,47,0.42700000000000005,0,39.5,0
0.561,0,48.6,10,负,客,2,3,35,47,0.42700000000000005,0,39.5,0
0.561,0,48.6,10,胜,主,2,3,35,47,0.42700000000000005,0,39.5,0
0.512,14,57.5,2,负,主,190,10,35,47,0.42700000000000005,0,39.5,0
0.512,14,57.5,2,负,客,5,11,35,47,0.42700000000000005,0,39.5,0
0.512,14,57.5,2,负,主,2,12,35,47,0.42700000000000005,0,39.5,0
0.512,14,57.5,2,胜,客,1,4,35,47,0.42700000000000005,0,39.5,0
0.329,3,50.0,-28,负,客,1,11,35,47,0.42700000000000005,0,39.5,0
0.329,3,50.0,-28,胜,主,2,1,35,47,0.42700000000000005,0,39.5,0
0.329,3,50.0,-28,胜,客,1,2,35,47,0.42700000000000005,0,39.5,0
0.329,3,50.0,-28,负,主,2,4,35,47,0.42700000000000005,0,39.5,0
0.293,12,54.7,-34,胜,客,2,1,35,47,0.42700000000000005,0,39.5,0
0.293,12,54.7,-34,负,客,2,2,35,47,0.42700000000000005,0,39.5,0
0.293,12,54.7,-34,胜,主,8,2,35,47,0.42700000000000005,0,39.5,0
0.293,12,54.7,-34,胜,主,2,3,35,47,0.42700000000000005,0,39.5,0
0.268,1,37.1,-38,胜,主,2,11,35,47,0.42700000000000005,0,39.5,0
0.268,1,37.1,-38,负,主,2,12,35,47,0.42700000000000005,0,39.5,0
0.268,1,37.1,-38,负,客,2,1,35,47,0.42700000000000005,0,39.5,0
0.268,1,37.1,-38,胜,客,2,3,35,47,0.42700000000000005,0,39.5,0
0.256,0,28.0,-40,胜,客,1,10,35,47,0.42700000000000005,0,39.5,0
0.256,0,28.0,-40,胜,客,2,11,35,47,0.42700000000000005,0,39.5,0
0.256,0,28.0,-40,负,主,2,11,35,47,0.42700000000000005,0,39.5,0
0.256,0,28.0,-40,胜,主,2,2,35,47,0.42700000000000005,0,39.5,0
