player_name,season,race_rst,rival,rate_shot,rebounds,assists,steals,caps,scores
勒布朗-詹姆斯,17-18,胜,太阳107-129骑士,50.0%,12,11,3,2,28
勒布朗-詹姆斯,17-18,负,开拓者113-105骑士,60.0%,14,6,2,3,35
勒布朗-詹姆斯,17-18,胜,公牛109-114骑士,57.7%,13,12,1,2,33
勒布朗-詹姆斯,17-18,胜,雄鹿117-124骑士,55.2%,12,10,2,1,40
勒布朗-詹姆斯,17-18,胜,猛龙129-132骑士,57.9%,7,17,1,0,35
勒布朗-詹姆斯,17-18,胜,太阳95-120骑士,68.8%,6,9,1,1,27
勒布朗-詹姆斯,17-18,胜,篮网114-121骑士,73.7%,10,8,1,0,37
勒布朗-詹姆斯,17-18,负,热火98-79骑士,38.9%,6,7,0,0,18
勒布朗-詹姆斯,17-18,胜,黄蜂105-118骑士,53.8%,10,8,1,0,41
勒布朗-詹姆斯,17-18,胜,鹈鹕102-107骑士,50.0%,9,11,1,0,27
勒布朗-詹姆斯,17-18,胜,独行侠87-98骑士,23.8%,13,12,0,0,16
勒布朗-詹姆斯,17-18,胜,猛龙106-112骑士,57.1%,10,6,0,0,27
勒布朗-詹姆斯,17-18,胜,奇才115-119骑士,60.0%,9,14,0,0,33
勒布朗-詹姆斯,17-18,负, 76人132-130骑士,58.6%,11,11,2,1,44
勒布朗-詹姆斯,17-18,胜,尼克斯109-123骑士,43.8%,6,11,1,0,26
勒布朗-詹姆斯,17-18,负,尼克斯110-98骑士,44.4%,5,2,1,0,10
勒布朗-詹姆斯,18-19,负,开拓者128-119湖人,56.3%,12,6,1,0,26
勒布朗-詹姆斯,18-19,负,火箭124-115湖人,40.9%,5,5,2,1,24
勒布朗-詹姆斯,18-19,负,马刺143-142湖人,44.0%,8,14,1,1,32
勒布朗-詹姆斯,18-19,胜,太阳113-131湖人,43.8%,7,10,3,0,19
勒布朗-詹姆斯,18-19,胜,掘金114-121湖人,58.8%,11,11,3,0,28
勒布朗-詹姆斯,18-19,负,马刺110-106湖人,61.9%,11,4,2,0,35
勒布朗-詹姆斯,18-19,负,森林狼124-120湖人,47.8%,10,8,2,2,29
勒布朗-詹姆斯,18-19,胜,独行侠113-114湖人,57.9%,5,6,3,0,29
勒布朗-詹姆斯,18-19,胜,开拓者110-114湖人,45.0%,5,7,0,2,28
勒布朗-詹姆斯,18-19,负,猛龙121-107湖人,50.0%,2,6,0,1,18
勒布朗-詹姆斯,18-19,胜,森林狼110-114湖人,47.6%,11,9,0,2,24
勒布朗-詹姆斯,18-19,胜,国王86-101湖人,55.6%,7,2,1,0,25
勒布朗-詹姆斯,18-19,胜,老鹰106-107湖人,50.0%,7,4,2,0,26
勒布朗-詹姆斯,18-19,胜,开拓者117-126湖人,68.4%,10,9,1,3,44
勒布朗-詹姆斯,18-19,负,魔术130-117湖人,42.1%,4,7,0,1,22
勒布朗-詹姆斯,18-19,胜,热火97-113湖人,61.3%,8,3,2,1,51
勒布朗-詹姆斯,18-19,胜,骑士105-109湖人,55.0%,14,7,0,1,32
勒布朗-詹姆斯,18-19,胜,爵士83-90湖人,47.1%,10,7,2,1,22
勒布朗-詹姆斯,18-19,负,魔术108-104湖人,57.1%,4,7,0,1,24
勒布朗-詹姆斯,18-19,负,掘金117-85湖人,33.3%,7,2,2,2,14
勒布朗-詹姆斯,18-19,胜,步行者96-104湖人,55.6%,9,7,2,0,38
勒布朗-詹姆斯,18-19,胜,独行侠103-114湖人,57.1%,5,4,0,1,28
勒布朗-詹姆斯,18-19,胜,太阳96-120湖人,52.9%,6,8,0,1,22
勒布朗-詹姆斯,18-19,胜,马刺113-121湖人,62.5%,5,6,2,0,42
勒布朗-詹姆斯,18-19,负,马刺133-120湖人,46.4%,8,11,2,0,35
勒布朗-詹姆斯,18-19,胜,灰熊88-111湖人,50.0%,8,9,2,0,20
勒布朗-詹姆斯,18-19,胜,热火105-108湖人,52.6%,9,12,1,0,28
勒布朗-詹姆斯,18-19,负,火箭126-111湖人,66.7%,5,4,2,0,29
勒布朗-詹姆斯,18-19,胜,黄蜂100-128湖人,46.7%,12,11,1,0,24
勒布朗-詹姆斯,18-19,负,奇才128-110湖人,31.3%,6,3,0,1,13
勒布朗-詹姆斯,18-19,负,篮网115-110湖人,56.5%,13,8,1,1,36
勒布朗-詹姆斯,18-19,胜,鹈鹕104-112湖人,40.0%,12,14,2,0,22
勒布朗-詹姆斯,18-19,负,灰熊107-99湖人,57.1%,14,7,1,1,22
勒布朗-詹姆斯,18-19,胜,勇士101-127湖人,54.5%,13,5,1,0,17
勒布朗-詹姆斯,18-19,胜,快船120-123湖人,40.9%,14,9,1,0,24
勒布朗-詹姆斯,18-19,负,步行者136-94湖人,58.3%,7,9,1,0,18
勒布朗-詹姆斯,18-19,胜,凯尔特128-129湖人,52.4%,12,12,3,0,28
勒布朗-詹姆斯,18-19,负, 76人143-120湖人,50.0%,10,9,0,0,18
勒布朗-詹姆斯,18-19,负,老鹰117-113湖人,40.0%,11,16,3,1,28
勒布朗-詹姆斯,18-19,胜,火箭106-111湖人,47.8%,12,6,1,1,29
勒布朗-詹姆斯,18-19,负,鹈鹕128-115湖人,64.7%,7,12,4,1,27
勒布朗-詹姆斯,18-19,负,灰熊110-105湖人,34.8%,12,11,3,0,24
勒布朗-詹姆斯,18-19,胜,鹈鹕119-125湖人,54.2%,6,10,2,1,33
勒布朗-詹姆斯,18-19,负,雄鹿131-120湖人,52.6%,7,10,1,0,31
勒布朗-詹姆斯,18-19,负,太阳118-109湖人,47.6%,9,16,0,0,27
勒布朗-詹姆斯,18-19,负,快船113-105湖人,50.0%,8,6,1,1,27
勒布朗-詹姆斯,18-19,负,掘金115-99湖人,59.1%,7,7,1,1,31
勒布朗-詹姆斯,18-19,负,凯尔特120-107湖人,56.5%,10,12,0,0,30
勒布朗-詹姆斯,18-19,胜,公牛107-123湖人,65.2%,10,4,2,0,36
